costPerTimeUnit;run;costs;time;distance
0.0;0;576.8656874818463;445.79659458164963;576.8656874818463
0.0;1;586.972077210544;441.4366991228075;586.9720772105441
0.0;2;607.9627658356816;483.9138529768986;607.9627658356817
0.1;0;645.2578959486718;425.1506041871497;602.742835529957
0.1;1;634.6302148789391;426.4648375337318;591.9837311255662
0.1;2;641.6092627715961;454.92515101614936;596.1167476699814
0.2;0;669.1833884067086;435.66746012394265;582.04989638192
0.2;1;659.2697139668012;392.7470356339277;580.720306840016
0.2;2;682.316435976629;434.34194195021524;595.448047586586
0.30000000000000004;0;719.7483630239067;421.81560455801014;593.2036816565036
0.30000000000000004;1;699.1387208382777;387.2867560122398;582.9526940346058
0.30000000000000004;2;713.6947446406396;416.3077957487008;588.8024059160294
0.4;0;780.075479635721;417.45620361498897;613.0929981897256
0.4;1;743.7644273639131;396.30201900103873;585.2436197634976
0.4;2;771.97516576955;401.2593766262281;611.4714151190587
0.5;0;776.5960720407256;387.2867560122398;582.9526940346058
0.5;1;781.969559273784;381.2961131761681;591.3215026856998
0.5;2;802.1270403757853;415.33705540938024;594.4585126710954
0.6;0;828.1008064020999;384.38019931930484;597.4726868105168
0.6;1;831.0039729259679;397.32045661320865;592.6116989580429
0.6;2;815.3247476419494;387.2867560122398;582.9526940346059
0.7;0;887.1867671599512;418.11748651897693;594.5045265966676
0.7;1;876.0539109281247;399.23567880839096;596.588935762251
0.7;2;879.9087672821663;402.64206304122723;598.0593231533071
0.7999999999999999;0;951.8091412323405;404.3799754962895;628.305160835309
0.7999999999999999;1;910.3065945887186;381.87550711928986;604.806188893287
0.7999999999999999;2;891.6506547596595;380.01851524738356;587.6358425617528
0.8999999999999999;0;979.383040581318;402.3366901677565;617.280019430337
0.8999999999999999;1;941.3795572525166;381.26470606090476;598.2413217977024
0.8999999999999999;2;980.3080967886748;407.458567576219;613.5953859700779
0.9999999999999999;0;1002.9520768105186;406.37442505102786;596.5776517594909
0.9999999999999999;1;981.8528861298217;384.3801993193048;597.4726868105168
0.9999999999999999;2;1031.2576784305136;401.4316973946313;629.8259810358828
1.0999999999999999;0;1078.8241842427194;411.2559102776751;626.4426829372765
1.0999999999999999;1;1005.6562093338744;380.01851524738356;587.6358425617526
1.0999999999999999;2;1009.4301297231412;385.4787948690714;585.4034553671627
1.2;0;1082.3153425082285;393.11809775918726;610.573625197204
1.2;1;1090.774742236197;398.50815415385273;612.5649572515736
1.2;2;1043.9952358885744;380.1238824442466;587.8465769554789
1.3;0;1132.2227278530747;399.9030825777925;612.3487205019449
1.3;1;1109.4055503780985;383.7803594413213;610.4910831043809
1.3;2;1082.0076241329991;380.12388244424653;587.8465769554784
1.4000000000000001;0;1150.3832246405188;397.76100106907626;593.5178231438124
1.4000000000000001;1;1147.2474324221196;392.77032702273686;597.3689745902878
1.4000000000000001;2;1167.1865811000928;383.2210119212117;630.6771644103961
1.5000000000000002;0;1162.3355354152077;379.0353216398043;593.7825529555013
1.5000000000000002;1;1209.424339042212;404.5109713700699;602.6578819871073
1.5000000000000002;2;1178.5840508590388;383.94809782011544;602.6619041288656
1.6000000000000003;0;1215.704145237446;380.81484096530374;606.4003996929601
1.6000000000000003;1;1246.3665481015616;389.3846544569501;623.3511009704412
1.6000000000000003;2;1277.385170314991;401.432410005092;635.093314306844
1.7000000000000004;0;1265.8329138167219;386.76587475999156;608.3309267247365
1.7000000000000004;1;1266.143102502444;380.8713340371422;618.6618346393024
1.7000000000000004;2;1296.5273175834982;390.5427738343329;632.6046020651326
1.8000000000000005;0;1331.615179445817;391.48453418986725;626.9430179040559
1.8000000000000005;1;1297.8210389462436;382.6197792941725;609.1054362167334
1.8000000000000005;2;1325.9400622392186;386.9960532868772;629.3471663228394
1.9000000000000006;0;1357.0878484563777;384.9311080763306;625.7187431113493
1.9000000000000006;1;1362.681450312893;393.7738450851086;614.5111446511864
1.9000000000000006;2;1343.0562720027835;379.9037159138401;621.2392117664871
2.0000000000000004;0;1414.452949441134;402.5919941995359;609.2689610420621
2.0000000000000004;1;1406.5318467961115;390.2299726745222;626.0719014470667
2.0000000000000004;2;1424.3221514504746;391.71120576280714;640.8997399248602
2.1000000000000005;0;1459.6314381189613;402.356294514419;614.6832196386816
2.1000000000000005;1;1475.6423451461483;394.56827470102246;647.048968274001
2.1000000000000005;2;1488.2526401084338;392.8358455974023;663.2973643538891
2.2000000000000006;0;1470.4265776286713;377.95463593056576;638.9263785814265
2.2000000000000006;1;1480.5668662779315;388.5397671389146;625.779378572319
2.2000000000000006;2;1439.9123781774301;377.11565593643195;610.2579351172794
2.3000000000000007;0;1522.4096065543824;382.00654313110624;643.7945573528376
2.3000000000000007;1;1587.1251439696496;401.54957951186503;663.5611110923599
2.3000000000000007;2;1512.6545394959874;381.4606942864297;635.2949426371989
2.400000000000001;0;1554.8558218412818;385.7643372855385;629.0214123559891
2.400000000000001;1;1587.4260146423087;392.68190215246057;644.9894494764031
2.400000000000001;2;1525.4143444525137;390.09291753090645;589.191342378338
2.500000000000001;0;1624.9800804738961;389.1742099058175;652.0445557093526
2.500000000000001;1;1579.4514234101325;387.69675228322944;610.209542702059
2.500000000000001;2;1628.4358483856008;396.32041532143944;637.6348100820018
2.600000000000001;0;1623.0105204841377;382.10612433931715;629.5345972019129
2.600000000000001;1;1655.8382107427224;380.25220594764244;667.1824752788518
2.600000000000001;2;1621.6515324817526;383.91063557258605;623.4838799930285
2.700000000000001;0;1664.5080635712636;378.7796525412959;641.8030017097647
2.700000000000001;1;1653.246248447906;383.7415361612235;617.144100812603
2.700000000000001;2;1632.876367747391;380.25108483442045;606.1984386944553
2.800000000000001;0;1728.0953465250789;388.6403907474536;639.9022524322081
2.800000000000001;1;1736.4725801996976;395.9993948139927;627.6742747205178
2.800000000000001;2;1729.1662293333663;396.89309717380894;617.8655572467009
2.9000000000000012;0;1706.6449171257589;372.164517091733;627.3678175597333
2.9000000000000012;1;1721.355980245745;377.5824803985138;626.3667870900547
2.9000000000000012;2;1804.7921328591501;395.6210583930368;657.4910635193431
3.0000000000000013;0;1754.713568704291;373.512288192456;634.1767041269223
3.0000000000000013;1;1747.3784801651682;375.9972507464115;619.3867279259333
3.0000000000000013;2;1790.5809838192963;381.12170264120664;647.2158758956757
3.1000000000000014;0;1795.4143004212851;376.3096178705374;628.8544850226189
